title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
Bon Cop Bad Cop 2,(2017),Not Rated,126 min,"Action, Comedy, Crime",6.6,A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,"['Alain Desrochers', '| ', '    Stars:', 'Colm Feore, ', 'Patrick Huard, ', 'Marc Beaupré, ', 'Noam Jenkins']","4,194",912,2017,,6.6,71%,1.0,0,0,0,0,Alain Desrochers,"Action,Comedy,Crime",Canada,"English,French",126.0,Action
Yucatán,(I) (2018),TV-MA,129 min,"Adventure, Comedy, Romance",5.5,"Two white collar thieves compete fiercely against the other trying to steal millions from an old baker, that he won in the lotto.","['Daniel Monzón', '| ', '    Stars:', 'Luis Tosar, ', 'Rodrigo de la Serna, ', 'Joan Pera, ', 'Stephanie Cayo']","2,175",1319,2018,7+,5.4,60%,1.0,0,0,0,0,Daniel Monzón,Comedy,Spain,"Spanish,Polish",129.0,Comedy
Tactical Force,(2011),R,91 min,Action,4.7,"A training exercise for the LAPD SWAT Team goes terribly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned Hangar, armed with nothing but blanks.","['Adamo P. Cultraro', '| ', '    Stars:', 'Steve Austin, ', 'Michael Shanks, ', 'Michael Jai White, ', 'Adrian Holmes']","5,916",9178,2011,18+,4.8,,0.0,0,1,0,0,Adamo P. Cultraro,"Action,Comedy,Crime,Thriller",Canada,English,91.0,Action
The Gospel of John,(2014),Unrated,160 min,Drama,7.7,"The life and toils of Jesus Christ, depicted as written in the gospel of John. Narrated in English, following the New International Version of the scripture, while the actors speak in Aramaic.","['David Batty', '| ', '    Stars:', 'David Harewood, ', 'Selva Rasalingam, ', 'Mourad Zaoui, ', ""El Mahmoudi M'Barek""]",928,1696,2014,,7.6,,1.0,0,0,0,0,Philip Saville,"Biography,Drama,History","Canada,United Kingdom",English,180.0,Biography
The Man Without Gravity,(2019),TV-14,107 min,"Comedy, Drama, Fantasy",5.8,"Oscar comes to light on a stormy night, in the hospital of a small town and immediately we understand that there is something extraordinary in him : Does not obey the law of gravity. It ...                See full summary »","['Marco Bonfanti', '| ', '    Stars:', 'Elio Germano, ', 'Michela Cescon, ', 'Elena Cotta, ', ""Silvia D'Amico""]","2,572",1520,2019,16+,6.3,,1.0,0,0,0,0,Marco Bonfanti,"Comedy,Drama,Fantasy","Italy,Belgium","Italian,English,French",107.0,Comedy
Murder to Mercy: The Cyntoia Brown Story,(2020),TV-MA,96 min,Documentary,6.3,"After 16-year-old Cyntoia Brown is sentenced to life in prison, questions about her past, physiology and the law itself call her guilt into question.",['Daniel H. Birman'],"2,818",1442,2020,,6.3,,1.0,0,0,0,0,Daniel H. Birman,Documentary,United States,English,96.0,Documentary
They'll Love Me When I'm Dead,(2018),TV-MA,98 min,Documentary,7.4,"In the final fifteen years of the life of legendary director Orson Welles he pins his Hollywood comeback hopes on a film, The Other Side of the Wind, in itself a film about an aging film director trying to finish his last great movie.","['Morgan Neville', '| ', '    Stars:', 'Alan Cumming, ', 'Peter Bogdanovich, ', 'Oja Kodar, ', 'Orson Welles']","5,097",445,2018,18+,7.4,92%,1.0,0,0,0,0,Morgan Neville,Documentary,United States,English,98.0,Documentary
The Door,(2019),,110 min,"Comedy, Drama",6.9,"Yakup and Semsa are Syriac families living in Berlin with their three children and grandchildren. Twenty-five years ago they migrated from Mardin to Berlin. One day, a call comes from ...                See full summary »","['Nihat Durak', '| ', '    Stars:', 'Kadir Inanir, ', 'Vahide Perçin, ', 'Timur Acar, ', 'James Ketteridge']","2,185",6599,2009,,6.7,,0.0,0,1,0,0,Johannes Roberts,Horror,"United Kingdom,United States,India","English,Hindi,Sanskrit",96.0,Horror
Seven in Heaven,(2018),PG-13,94 min,"Drama, Horror, Mystery",5.3,Teenagers Jude and June spend seven minutes in a locked closet and emerge in a hostile and dangerous alternate world.,"['Chris Eigeman', '| ', '    Stars:', 'Travis Tope, ', 'Haley Ramm, ', 'Dylan Everett, ', 'Jake Manley']","2,748",2549,2018,13+,5.3,,1.0,0,0,0,0,Chris Eigeman,"Drama,Horror,Mystery,Sci-Fi",United States,English,94.0,Drama
Light in the Dark,(2020),TV-14,105 min,Thriller,5.6,"In the face of unspeakable pain, a couple must find a way to live and love again","['Ekene Som Mekwunye', '| ', '    Stars:', 'Doddy Abili, ', 'Bimbo Ademoye, ', 'Marie Awolaja, ', 'Saidi Balogun']",38,3467,2020,,,,1.0,0,0,0,0,Ekene Som Mekwunye,Thriller,Nigeria,English,105.0,Thriller
Brené Brown: The Call to Courage,(2019),,76 min,"Documentary, Drama",7.7,Brené Brown compares courage to vulnerability and gives her audience a call to take chances.,"['Sandra Restrepo', '| ', '    Star:', 'Brené Brown']","1,596",1970,2019,,7.6,,1.0,0,0,0,0,Sandra Restrepo,"Documentary,Drama",,,76.0,Documentary
Cities of Last Things,(2018),TV-MA,106 min,"Crime, Drama, Sci-Fi",6.2,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.","['Wi Ding Ho', '| ', '    Stars:', 'Jack Kao, ', 'Hong-Chi Lee, ', 'Louise Grinberg, ', 'Ning Ding']","1,700",2129,2018,,6.2,,1.0,0,0,0,0,Wi Ding Ho,"Crime,Drama,Sci-Fi","Taiwan,China,France,United States","Mandarin,English,French",106.0,Crime
Zach Galifianakis: Live at the Purple Onion,(2006 TV Special),Unrated,90 min,"Documentary, Comedy",7.2,"A master of the one-liner with an absurd rambling style, Zach's sharp, resonating humor makes his show at the famed Purple Onion in San Francisco one of the funniest performances in recent comedy.","['Michael Blieden', '| ', '    Stars:', 'Zach Galifianakis, ', 'Joe Wagner, ', 'Brian Unger, ', 'Taj Jegaraj']","4,009",1367,2007,,7.4,,1.0,0,0,0,0,Michael Blieden,"Documentary,Comedy",United States,English,72.0,Documentary
Godzilla: City on the Edge of Battle,(2018),TV-14,101 min,"Animation, Action, Adventure",5.8,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.","['Hiroyuki Seshita, ', 'Kôbun Shizuno', '| ', '    Stars:', 'Mamoru Miyano, ', 'Takahiro Sakurai, ', 'Kana Hanazawa, ', 'Tomokazu Sugita']","4,961",1565,2018,,5.8,,1.0,0,0,0,0,"Hiroyuki Seshita,Kôbun Shizuno","Animation,Action,Sci-Fi",Japan,Japanese,101.0,Animation
Temple,(2017),TV-MA,78 min,"Adventure, Drama, Horror",3.6,"Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.","['Michael Barrett', '| ', '    Stars:', 'Logan Huffman, ', 'Natalia Warner, ', 'Brandon Sklenar, ', 'Naoto Takenaka']","5,085",2477,2017,18+,3.6,27%,1.0,0,1,0,0,,"Crime,Drama,Thriller",United Kingdom,English,,Crime
Laddaland,(2011),Not Rated,125 min,"Drama, Horror, Mystery",6.2,"When a family moves to Laddaland, an upscale housing development with large, beautiful homes, they discover life in their new neighborhood isn't so perfect when they encounter a series of ...                See full summary »","['Sophon Sakdaphisit', '| ', '    Stars:', 'Saharat Sangkapreecha, ', 'Piyathida Woramusik, ', 'Sutatta Udomsilp, ', 'Athipich Chutiwatkajornchai']","2,338",2165,2011,18+,6.3,,1.0,0,0,0,0,Sophon Sakdaphisit,"Drama,Horror",Thailand,Thai,113.0,Drama
Danur,(2017),TV-14,74 min,Horror,5.3,This movie follows the story of a girl who befriends with 3 ghosts.,"['Awi Suryadi', '| ', '    Stars:', 'Prilly Latuconsina, ', 'Sandrinna Michelle, ', 'Shareefa Daanish, ', 'Asha Kenyeri Bermudez']",891,2494,2017,,5.3,,1.0,0,0,0,0,Awi Suryadi,Horror,Indonesia,Indonesian,74.0,Horror
Manson Family Vacation,(2015),Not Rated,84 min,"Comedy, Drama, Thriller",5.8,Two brothers tour Charles Manson murder sites. One is a devoted family man. One is devoted to The Family.,"['J. Davis', '| ', '    Stars:', 'Jay Duplass, ', 'Linas Phillips, ', 'Leonora Pitts, ', 'Adam Chernick']","3,027",746,2015,,5.8,100%,1.0,0,0,0,0,J. Davis,"Comedy,Drama,Thriller",United States,English,84.0,Comedy
Abzurdah,(2015),,90 min,"Biography, Drama, Romance",5.4,"Cielo, a wealthy middle-class teenager, meets an older man online and falls obsessively in love. The relationship grows unstable, as she starts reaching unsustainable limits of physical and mental self-destruction.","['Daniela Goggi', '| ', '    Stars:', 'China Suárez, ', 'Esteban Lamothe, ', 'Gloria Carrá, ', 'Rafael Spregelburd']","2,063",2460,2015,13+,5.4,,1.0,0,0,0,0,Daniela Goggi,"Biography,Drama,Romance",Argentina,Spanish,89.0,Biography
Death Clique,(2014 TV Movie),TV-PG,83 min,"Crime, Drama, Mystery",5.4,A jealous rivalry between three high school girls leads to a shocking crime.,"['Doug Campbell', '| ', '    Stars:', 'Barbara Alyn Woods, ', 'Tina Ivlev, ', 'Lexi Ainsworth, ', 'Brittany Underwood']","1,352",8685,2014,7+,5.5,,0.0,0,1,0,0,Doug Campbell,"Crime,Drama,Mystery,Thriller",United States,English,83.0,Crime
Full Count,(2019),TV-PG,110 min,"Drama, Fantasy, Sport",5.6,Life throws a young baseball player a serious curve ball when he has to abandon his college baseball aspirations to deal with a tragedy that puts the fate of his family and their farm in jeopardy.,"['Robert Eagar', '| ', '    Stars:', 'John Paul Kakos, ', 'Natalia Livingston, ', 'E. Roger Mitchell, ', 'Rick Hearst']",664,2444,2019,,5.5,,1.0,0,0,0,0,Robert Eagar,"Drama,Fantasy,Sport",United States,,110.0,Drama
Travis Scott: Look Mom I Can Fly,(2019),TV-MA,84 min,"Documentary, Music",6.3,"'Travis Scott: Look Mom I Can Fly' traces the Houston rapper's rise to super-stardom, focusing on the months surrounding ASTROWORLD.","['White Trash Tyler, ', 'Isaac Yowman', '| ', '    Stars:', 'Kylie Jenner, ', 'Travis Scott, ', 'Stormi Webster']","4,728",1792,2019,18+,6.3,,1.0,0,0,0,0,"White Trash Tyler,Isaac Yowman","Documentary,Music",United States,English,84.0,Documentary
Amy Schumer: The Leather Special,(2017 TV Special),TV-MA,57 min,Comedy,3.1,"Three minutes into her set, Amy Schumer claims that all good comedians have a ""leather special,"" where they wear all leather and regret it later in their careers--this is hers. Amy muses on...                See full summary »","['Amy Schumer', '| ', '    Stars:', 'Amy Schumer, ', 'Kim Caramele']","9,988",2518,2017,18+,2.9,,1.0,0,0,0,0,Amy Schumer,Comedy,United States,English,57.0,Comedy
Naked Among Wolves,(2015 TV Movie),Not Rated,105 min,"Drama, History, War",7.2,"As WWII comes to an end, a group of Buchenwald's emaciated prisoners risk their lives for the safety of the camp's youngest inmate: a four-year-old Auschwitz-born Jewish prisoner. Is there a future for the Buchenwald boy?","['Philipp Kadelbach', '| ', '    Stars:', 'Florian Stetter, ', 'Peter Schneider, ', 'Sylvester Groth, ', 'Sabin Tambrea']","4,007",6075,2015,,7.2,,0.0,0,1,0,0,Philipp Kadelbach,"Drama,History,War",Germany,"German,Polish,French,Spanish,English",105.0,Drama
1920,(2008),Unrated,138 min,"Horror, Mystery, Romance",6.4,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed.","['Vikram Bhatt', '| ', '    Stars:', 'Rajneesh Duggal, ', 'Adah Sharma, ', 'Anjori Alagh, ', 'Raj Zutshi']","3,555",1751,2008,,6.4,,1.0,0,1,0,0,Vikram Bhatt,"Horror,Mystery,Romance,Thriller",India,Hindi,138.0,Horror
The Secrets of Emily Blair,(2016),,95 min,"Horror, Thriller",4.1,"Desperate to save his fiancee from a demon that has possessed her soul, a man turns to his longtime priest for help.","['Joseph P. Genier', '| ', '    Stars:', 'Ellen Hollman, ', 'Colm Meaney, ', 'Will Kemp, ', 'Francia Raisa']","1,378",3277,2016,,4.1,,1.0,0,0,0,0,Joseph P. Genier,"Horror,Thriller",United States,English,95.0,Horror
The Bleeding Edge,(2018),TV-14,99 min,Documentary,7.6,A look at the unforeseen consequences of advanced technological devices used in the medical field.,"['Kirby Dick', '| ', '    Stars:', 'Robert Bridges, ', 'Angie Firmalino, ', 'Rita Redberg, ', 'Stephen Tower']","2,765",981,2018,16+,7.7,100%,1.0,0,1,0,0,Kirby Dick,Documentary,"Australia,United States",English,99.0,Documentary
The Rachel Divide,(2018),TV-MA,100 min,Documentary,6.3,Rachel Dolezal becomes a social phenomenon when she passes herself off as an African American and becomes the head of her local N.A.A.C.P. chapter.,"['Laura Brownson', '| ', '    Stars:', 'Rachel Dolezal, ', 'Franklin Dolezal, ', 'Izaiah Dolezal, ', 'Esther Dolezal']","2,600",1085,2018,18+,6.2,71%,1.0,0,0,0,0,Laura Brownson,Documentary,United States,English,100.0,Documentary
Aliens on the Moon: The Truth Exposed,(2014 TV Movie),Not Rated,86 min,Sci-Fi,3.4,Never-before-aired NASA footage presents evidence that the Moon is being used as a base.,"['Robert Kiviat', '| ', '    Stars:', 'Roger Leopardi, ', 'Amy Shira Teitel, ', 'Joshua P. Warren, ', 'Lee Speigel']","1,025",8925,2014,,3.4,,0.0,0,1,0,0,Robert Kiviat,Sci-Fi,United States,English,86.0,Sci-Fi
Misfit,(2017),,86 min,"Comedy, Family",4.3,"Moving back to her native Netherlands after years of living in the United States, a teenage girl navigates the intricacies of Dutch high school life.","['Erwin van den Eshof', '| ', '    Stars:', 'Djamila, ', 'Bente Fokkens, ', 'Niek Roozen, ', 'Jolijn Henneman']",419,2812,2017,all,4.3,,1.0,0,1,0,0,Erwin van den Eshof,Comedy,Germany,German,82.0,Comedy
The Present,(II) (2020),,24 min,"Short, Drama",7.6,"On his wedding anniversary, Yusef and his young daughter set out in the West Bank to buy his wife a gift. Between soldiers, segregated roads and checkpoints, how easy would it be to go shopping?","['Farah Nabulsi', '| ', '    Stars:', 'Saleh Bakri, ', 'Maryam Kanj, ', 'Mariam Basha, ', 'Ameer Khlawe']","3,225",11231,2014,,,,0.0,0,1,0,0,Fred Olen Ray,"Drama,Family,Romance",United States,English,85.0,Drama
Darc,(2018),TV-MA,97 min,"Action, Crime, Thriller",5.8,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","['Julius R. Nasso', '| ', '    Stars:', 'Tony Schiena, ', 'Armand Assante, ', 'Kippei Shîna, ', 'Shô Ikushima']","4,541",2315,2018,18+,5.8,,1.0,0,0,0,0,Julius R. Nasso,"Action,Thriller",United States,"English,Japanese",97.0,Action
Little Boxes,(2016),Not Rated,84 min,"Comedy, Drama",5.9,"An interracial family struggles to adjust when they move from New York City to a small, predominately white town in Washington State.","['Rob Meyer', '| ', '    Stars:', 'Melanie Lynskey, ', 'Nelsan Ellis, ', 'Armani Jackson, ', 'Oona Laurence']","2,046",1338,2017,,5.9,67%,1.0,0,0,0,0,Rob Meyer,"Comedy,Drama",United States,English,84.0,Comedy
Trixie Mattel: Moving Parts,(2019),,91 min,Documentary,7.3,Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.,"['Nicholas Zeig-Owens', '| ', '    Stars:', 'Trixie Mattel, ', 'Benjamin Putnam, ', 'Caldwell Tidicue, ', 'Jaymes Mansfield']","2,028",547,2019,,7.3,88%,1.0,0,0,0,0,Nicholas Zeig-Owens,Documentary,United States,English,91.0,Documentary
My Perfect Romance,(2018 TV Movie),PG,91 min,Romance,4.6,"Robinson Tech is launching a new dating service, but when its CEO, Wes Robinson and tech developer, Vivian Blair are challenged on Live TV to test the service themselves, the algorithm shows some interesting results.","['Justin G. Dyck', '| ', '    Stars:', 'Lauren Holly, ', 'Jodie Sweetin, ', 'Morgan Fairchild, ', 'Christopher Russell']","3,096",2199,2018,13+,4.6,,1.0,0,0,0,0,Justin G. Dyck,Romance,Canada,English,91.0,Romance
Detention,(2020– ),TV-MA,50 min,"Drama, Horror, Mystery",6.3,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,"['Lee Ling-Wei, ', 'Guan-Zhi Huang, ', 'Chun-Yao Yao, ', 'Kwang-hoon Na']",534,12628,2003,18+,4.1,,0.0,0,1,0,0,Joseph Kahn,"Comedy,Horror,Mystery,Sci-Fi,Thriller",United States,English,95.0,Comedy
Hasan Minhaj: Homecoming King,(2017 TV Special),TV-MA,73 min,Comedy,8.2,"In his first stand-up special, Hasan Minhaj weaves humorous and heartbreaking anecdotes to tell his life story as an Indian-American Muslim. Topics include racism, bullying and meeting the demanding expectations of his immigrant parents.","['Christopher Storer', '| ', '    Star:', 'Hasan Minhaj']","7,306",851,2017,18+,8.3,,1.0,0,0,0,0,Christopher Storer,Comedy,,English,73.0,Comedy
The Killer Is Loose,(1956),Passed,73 min,"Crime, Drama, Film-Noir",6.6,"An unhinged, deceptively mild-mannered bank robber escapes prison, seeking revenge on the cop who accidentally killed his wife during a gun battle.","['Budd Boetticher', '| ', '    Stars:', 'Joseph Cotten, ', 'Rhonda Fleming, ', 'Wendell Corey, ', 'Alan Hale Jr.']","2,137",6544,1956,,6.6,60%,0.0,0,1,0,0,Budd Boetticher,"Crime,Drama,Film-Noir,Thriller",United States,English,73.0,Crime
The Journey Is the Destination,(2016),R,123 min,Drama,6.3,"Photographer Dan Eldon, was only 22 when he was killed by an angry mob in Somalia. He left behind 17 scrapbooks that held his art, chronicling his life from age 14. His work, seen in Time and Newsweek, showed only part of his talent.","['Bronwen Hughes', '| ', '    Stars:', 'Ben Schnetzer, ', 'Kelly Macdonald, ', 'Sam Hazeldine, ', 'Ella Purnell']",646,1742,2016,18+,6.3,,1.0,0,0,0,0,Bronwen Hughes,Drama,United States,English,123.0,Drama
Skew,(2011),Not Rated,83 min,"Horror, Thriller",4.4,"When Simon, Rich, and Eva head out on an eagerly anticipated road trip, they bring along a video camera to record their journey. What starts out as a carefree adventure slowly becomes a ...                See full summary »","['Sevé Schelenz', '| ', '    Stars:', 'Rob Scattergood, ', 'Amber Lewis, ', 'Richard Olak, ', 'Taneal Cutting']","2,017",10587,2011,,4.4,,0.0,0,1,0,0,Sevé Schelenz,"Horror,Thriller",Canada,English,83.0,Horror
Phobia 2,(2009),,125 min,"Comedy, Fantasy, Horror",6.6,Phobia 2 is composed of five short movie segments directed by five of the best directors of Thai horror films. A teenager who committed a crime goes to a sacred place for meditation and ...                See full summary »,"['Banjong Pisanthanakun, ', 'Visute Poolvoralaks, ', 'Paween Purijitpanya, ', 'Songyos Sugmakanan, ', 'Parkpoom Wongpoom', '| ', '    Stars:', 'Jirayu La-ongmanee, ', 'Ray MacDonald, ', 'Chumphorn Thepphithak, ', 'Apasiri Nitibhon']","2,627",1727,2009,18+,6.7,,1.0,0,0,0,0,"Banjong Pisanthanakun,Visute Poolvoralaks,Paween Purikitpanya,Songyos Sugmakanan,Parkpoom Wongpoom","Comedy,Fantasy,Horror,Mystery,Thriller",Thailand,Thai,125.0,Comedy
